mean_x,std_x,max_x,min_x,range_x,median_x,var_x,skew_x,mean_y,std_y,max_y,min_y,range_y,median_y,var_y,skew_y,mean_z,std_z,max_z,min_z,range_z,median_z,var_z,skew_z,mean_abs,std_abs,max_abs,min_abs,range_abs,median_abs,var_abs,skew_abs,label,source_file
-0.6140117071471918,0.33901949700490397,-0.1853755961322252,-3.8040122475531613,1.0236070034516926,-0.5206657419097077,-0.06991000814986134,-1.7215461089580668,-0.7414164827441904,1.4937351262205132,-0.1438575046252655,-4.952530013038934,3.692488810898021,-0.29344500908836985,0.9996946186780215,-4.256154094853271,0.8159737215807543,1.7353167220277879,3.164283403167263,-2.6247858087621387,3.235757066332993,0.1874024677612813,1.2370040432817968,0.42737537441423484,0.13604539774803073,0.979398381472511,2.408245138054126,-1.6794810711273966,2.413632998727885,-0.3122726216763681,0.39208703312506804,3.2521946459529514,jumping,Data_Jumping_Ben.csv
-1.1163238197174932,0.35762015082733367,-0.27554696092044495,-3.0436038018655855,0.7146521937026937,-0.8177851226643883,-0.06253477891977766,-3.966863046433723,-1.3468933023985807,2.6826841930236744,-0.03266920417105749,-3.652770235190551,2.7622758709269686,0.00801394995007084,2.8153273356648136,-1.6887070505086716,0.2959803939940875,0.7171012853211101,2.142036128072419,-0.4652793684347672,1.6257422059611077,-0.01553903118061873,0.24526420159727708,2.3174389283076806,0.3678623347371134,1.6255886642605033,1.5083938843181293,-1.7543444927724967,1.5640010539094815,-3.3546520543489384,1.0552037217838774,1.1500431371513713,jumping,Data_Jumping_Ben.csv
-0.8705974854257903,-0.3839314746588966,-0.4587669755600228,-0.21783550057097406,-0.30891371141635543,-0.7463901092420465,-0.25886402805602926,-0.12630656522090752,-1.5475361118184794,2.071263050729685,-0.10631911820185823,-1.8394937457369536,1.3434980954711355,-0.3573630878963022,1.7912685454790023,-0.5437955778970796,0.2048401451219591,0.25963024337970825,0.3158865695999009,-0.49960020210491785,0.42530615571769476,0.23700027787235814,-0.0639980990261267,0.2530405304630241,0.0944698679062663,1.0723163603505224,0.5002485594930504,-1.7609891501253585,0.6063759121397863,-3.1042571746537537,0.4752820039928213,0.15521929193970388,jumping,Data_Jumping_Ben.csv
-0.7975389733364439,-0.23357585198905345,-0.4037094461618807,-0.3867408230820985,-0.21156051771395643,-0.7186030187661822,-0.23525574235864347,0.0038001630391119832,-1.5326137539228655,1.844912466133439,-0.19674462377264307,-1.8310090082361896,1.2891935131185341,-0.40461933239206616,1.460685181581238,-0.4956267356305173,0.14996971210112645,0.461062634844163,1.275508856168229,-0.9195102935833397,1.2446767497536397,0.29134335702597747,0.06176145710993445,0.5484536512688427,0.1882007379416003,0.9196538660742212,0.6485341726241345,-1.844370784689785,0.7535037363303542,-1.5993076305125475,0.34075105528863076,0.10776022185512397,jumping,Data_Jumping_Ben.csv
-0.9307494349293223,-0.24731141346881286,-0.3887530458580728,-0.5852125756925902,-0.1379568289333815,-0.8291414795713387,-0.23775442881053768,-0.0983271929747659,-1.6440967348181805,2.370983148941706,-0.07752857601849159,-2.229318749415069,1.6553684086176337,-0.2653317425129384,2.269357143328456,-0.6943699421239448,0.16235777299552456,0.2145655568591027,0.5437858025361657,-0.32006688648370624,0.49966512693249954,-0.019569259676555397,-0.0898901699891247,0.8796224221796082,0.34816382758191516,1.2616259528718652,0.6987362693299722,-1.752513634962791,0.7943840312609306,-2.99676203786748,0.6574165593384625,0.3428273905913362,jumping,Data_Jumping_Ben.csv
-0.9453135175574034,0.5071793678583193,1.157088756190066,-2.0642612488655496,1.5868936607568083,-0.9134054044809953,0.0013492720231239213,1.411325936349448,-1.5536529677271615,3.2407469341854562,1.01835227489311,-3.5385554688432457,3.231506695064115,0.33619291815530394,3.917032457505553,-0.8864955393350312,0.13198015221386272,0.6711466042796286,0.840965046473022,-1.3907925198957922,1.158416334185904,0.26222170689712404,0.21037909545112424,0.25560136929272126,1.5647536699277926,1.6631699122345809,1.3706638313271562,-1.527434725975809,1.416231967757518,-1.2829346025043906,1.0998460665006908,0.6135959008343639,jumping,Data_Jumping_Ben.csv
-0.961554797400926,-0.04534756755702294,-0.3535734438725547,-1.0042036502618963,0.020383690975034095,-0.8310077767512324,-0.19408661182578466,-0.7881739947939387,-1.4506090036699564,2.411345067072664,-0.14753800006717843,-2.9945400665737627,2.2006157690360872,-0.04124629513757559,2.3372517703046083,-1.207025770922292,0.4969601549748978,0.49629820306321465,0.4318552841855865,-0.6850112684122022,0.5823049978818673,0.30216647028041066,0.08544379735647234,0.5350398179669068,0.2643331684804515,1.3433128501057967,1.1325276246718057,-1.6796236149950077,1.2012295952637488,-3.0678639923860342,0.7412422435970895,0.8098269139530098,jumping,Data_Jumping_Ben.csv
-0.7702563710884398,-0.2508422840394695,-0.3399159321353477,-0.18754190780494556,-0.22080592493441165,-0.6710307392104309,-0.2383856322137734,0.3953859360155261,-1.6447614216918107,2.394649896542158,-0.19907827131814027,-1.8960215709627086,1.3374297563374529,-0.2873948355450131,2.309066947611649,-0.6854283542311869,0.43578245098863544,0.8970129117205929,1.0334994689083152,-1.3991144857208282,1.2901214753758374,0.1752467789032409,0.3900439275151512,0.44673612415440506,0.4549860471919116,1.3892232345143973,0.814592900264542,-1.7072448418081632,0.901125360730435,-3.3630308285041868,0.7897399662098495,0.2999384024404425,jumping,Data_Jumping_Ben.csv
-0.7925657721143212,-0.1926735188070588,-0.193919761966321,-0.6611428918686796,0.04529280454683669,-0.7324477719129908,-0.22740778012548407,0.3604249212041519,-1.5541713608597187,2.529310503255496,-0.11250661782538801,-2.753805346465771,2.035966195070543,-0.13970952842632056,2.540466404173564,-1.0908011067455758,0.34097681060647056,0.8274952102205718,1.8362251216652312,-1.160672711409421,1.721636527411979,0.17937451288878212,0.3325515541536769,2.162947031372037,0.27899966969964585,1.4887595554186,1.1586260498327736,-1.761311343061791,1.2321074280660327,-3.610783809998238,0.898309282153343,0.8074313867393739,jumping,Data_Jumping_Ben.csv
-0.801664772985748,-0.2000662721372981,-0.24686180191438323,-0.6857500728087652,0.009479773636406523,-0.7346800096540776,-0.228871378865216,0.5743476905463214,-1.4677969242233768,2.3083212404057805,-0.220694514407067,-2.5435229513207096,1.8187055284702234,-0.0381544084736705,2.1656027233869297,-0.9492009917103554,0.43644044871955573,0.4611373527426229,0.6102324872987831,-1.1035392160681852,0.8812003764068527,0.324300224454429,0.061811145625534816,1.018746416311097,0.06816944503209026,1.298521897139481,0.8932906640662571,-1.799164394768195,0.9827533124446557,-3.813045299905673,0.6948877414433337,0.533375628140806,jumping,Data_Jumping_Ben.csv
