Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.873711292,-8.976982269,4.698279877,7.451953583,12.57742647
0.883743292,-5.833219757,2.16928894,2.977757721,6.899225195
0.893775292,-8.916807404,3.453767853,0.627495117,9.582886662
0.903808292,-9.389524384,3.523522797,-0.717907104,10.05453985
0.913840292,-6.428232422,2.686014404,-1.675465851,7.165474951
0.923872292,-3.301235046,1.767823792,-2.603685608,4.560979339
0.933905292,-0.000149689,0.321980438,-0.804427185,0.866472458
0.943937292,3.463198242,-1.030606842,4.285588074,5.605547044
0.953969292,5.609135742,-1.157692566,12.86544617,14.08269722
0.964002292,5.055736542,-0.84244812,27.4659343,27.94007404
0.974034292,4.359833679,-1.095571747,15.25851974,15.90694351
0.984066292,5.136867828,1.075064392,15.32213745,16.19602021
0.994099292,4.088747406,1.711241455,13.62721207,14.32993759
1.004131292,3.015928345,1.923050995,12.4668251,12.96979865
1.014163292,2.183808746,1.889221344,13.47887054,13.78470635
1.024196292,-0.156424713,4.032763824,9.461225281,10.28603114
1.034228292,-5.191803589,6.927893372,2.587369537,9.035762956
1.044260292,-2.165995789,5.302423553,2.130220184,6.111061391
1.054293292,0.858015747,2.096390533,4.512516174,5.049143147
1.064325292,3.009791107,0.652493134,5.481151886,6.287099156
1.074357292,2.28634552,1.388213196,6.563700714,7.087783771
1.084390292,0.085921326,2.972219238,7.822433167,8.368508249
1.094422292,-0.221239929,3.661984863,8.204887848,8.98772857
1.104454292,1.31756012,2.998265076,7.623496857,8.297184008
1.114487292,4.052073669,2.390828247,6.07391922,7.682958767
1.124519292,5.962850189,2.154320068,3.982767792,7.487263627
1.134551292,2.123035126,1.305285645,3.221600647,4.073052846
1.144584292,-0.897383881,1.872905273,6.517895966,6.840763101
1.154616292,3.086880798,2.462828522,5.3694841,6.665261952
1.164649292,3.549718323,1.685195618,6.942263489,7.977180378
1.174681292,3.774550781,1.957778778,8.188721466,9.226878703
1.184713292,6.542594604,2.599644012,8.096662903,10.72938224
1.194746292,9.618697815,2.751578064,8.316256256,13.00963672
1.204778292,10.47027695,1.788031769,8.632398834,13.68729581
1.214810292,10.36100418,0.584534454,7.160359955,12.60804675
1.224843292,8.721613312,0.657283173,3.675756226,9.487346508
1.234875292,7.855664063,2.176773376,1.72591095,8.33238074
1.244907292,8.367000732,2.413580933,3.328777771,9.322705381
1.254940292,11.93438232,-0.787063293,-4.261188812,12.69671927
1.264972292,8.878187714,-1.958078156,-11.70925049,14.82439996
1.275004292,4.016298065,0.011226654,1.15020813,4.177769133
